,daily.returns,daily.returns o,1+r,1+r O,cumulative returns,cumulative returnsO,
393,-0.000693711,-0.000722703,0.999306289,0.999277297,202%,207%,
394,0.019585,0.017693512,1.019585,1.017693512,208%,212%,
395,0.008941944,0.011503342,1.008941944,1.011503342,211%,216%,
396,0.009193251,0.008242886,1.009193251,1.008242886,214%,218%,
397,-0.018013892,-0.019074264,0.981986108,0.980925736,208%,212%,
398,-0.008666911,-0.007777786,0.991333089,0.992222214,205%,210%,
399,0.00709115,0.006654134,1.00709115,1.006654134,207%,212%,
400,0.018324699,0.016211716,1.018324699,1.016211716,213%,217%,
401,0.006589327,0.00634561,1.006589327,1.00634561,215%,219%,
402,0.014055899,0.012433125,1.014055899,1.012433125,220%,223%,
403,-0.009306825,-0.012354435,0.990693175,0.987645565,217%,219%,
404,-0.026675343,-0.023834315,0.973324657,0.976165685,208%,211%,
405,-0.028708472,-0.038690994,0.971291528,0.961309006,199%,199%,
406,0.042370488,0.038690655,1.042370488,1.038690655,212%,211%,
407,-0.005737739,-0.00511101,0.994262261,0.99488899,210%,209%,
408,-0.002423086,-0.002157365,0.997576914,0.997842635,209%,208%,
409,-0.008159491,-0.009174994,0.991840509,0.990825006,207%,206%,
410,-0.006507743,-0.005854753,0.993492257,0.994145247,205%,204%,
411,0.00182719,-0.000149573,1.00182719,0.999850427,206%,204%,
412,-0.002059366,-0.001806304,0.997940634,0.998193696,205%,203%,
413,-0.000687671,-0.001225824,0.999312329,0.998774176,205%,203%,
414,0.006886035,0.005925036,1.006886035,1.005925036,207%,205%,
415,0.003222107,0.003259034,1.003222107,1.003259034,208%,206%,
416,-0.005491854,-0.005023372,0.994508146,0.994976628,206%,204%,
417,-0.008942962,-0.010547573,0.991057038,0.989452427,203%,201%,
418,0.003718599,0.0031732,1.003718599,1.0031732,204%,202%,
419,0.010688197,0.015458562,1.010688197,1.015458562,208%,207%,
420,0.011579781,0.010278929,1.011579781,1.010278929,211%,210%,
421,0.020986652,0.022576494,1.020986652,1.022576494,218%,217%,
422,0.004704481,0.004018595,1.004704481,1.004018595,219%,218%,
423,-0.00586293,-0.007705325,0.99413707,0.992294675,217%,216%,
424,-0.013940293,-0.012359983,0.986059707,0.987640017,213%,212%,
425,-0.003022793,-0.003701432,0.996977207,0.996298568,212%,210%,
426,0.020125996,0.017463799,1.020125996,1.017463799,218%,216%,
427,-0.003563961,-0.004663082,0.996436039,0.995336918,217%,214%,
428,-0.003214293,-0.00272048,0.996785707,0.99727952,216%,214%,
429,-0.000636631,0.000200055,0.999363369,1.000200055,216%,214%,
430,0.023492031,0.020874172,1.023492031,1.020874172,223%,220%,
431,-0.004747334,-0.006994052,0.995252666,0.993005948,222%,218%,
432,-0.00280945,-0.002600797,0.99719055,0.997399203,221%,217%,
433,0.012557121,0.012084964,1.012557121,1.012084964,225%,221%,
434,0.012679829,0.011221428,1.012679829,1.011221428,229%,225%,
435,0.00714347,0.00909121,1.00714347,1.00909121,231%,227%,
436,0.007475061,0.006689886,1.007475061,1.006689886,234%,230%,
437,0.028914491,0.033906603,1.028914491,1.033906603,244%,241%,
438,0.000930582,0.001027915,1.000930582,1.001027915,244%,241%,
439,0.014048638,0.014684701,1.014048638,1.014684701,249%,246%,
440,-0.013612488,-0.012202253,0.986387512,0.987797747,244%,242%,
441,0.01584612,0.01933996,1.01584612,1.01933996,249%,249%,
442,0.009594396,0.008794863,1.009594396,1.008794863,253%,252%,
443,0.004573754,0.003826504,1.004573754,1.003826504,254%,253%,
444,-0.050913673,-0.045386619,0.949086327,0.954613381,236%,237%,
445,-0.019156103,-0.021247855,0.980843897,0.978752145,230%,230%,
446,-0.047128,-0.042676088,0.952872,0.957323912,214%,216%,
447,0.003475777,0.003156893,1.003475777,1.003156893,215%,217%,
448,0.034615252,0.030860065,1.034615252,1.030860065,226%,227%,
449,0.00955955,0.008905857,1.00955955,1.008905857,230%,229%,
450,-0.029138362,-0.026427898,0.970861638,0.973572102,220%,221%,
451,-0.018034724,-0.01720691,0.981965276,0.98279309,214%,215%,
452,0.007792676,0.007245256,1.007792676,1.007245256,217%,217%,
453,0.013492878,0.014434812,1.013492878,1.014434812,221%,222%,
454,0.005465438,0.00505718,1.005465438,1.00505718,223%,224%,
455,0.006189986,0.008066138,1.006189986,1.008066138,225%,226%,
456,0.001542049,0.001255343,1.001542049,1.001255343,225%,227%,
457,-0.003770661,-0.004418541,0.996229339,0.995581459,224%,225%,
458,-0.01738946,-0.015680826,0.98261054,0.984319174,218%,220%,
459,-0.013669971,-0.012121626,0.986330029,0.987878374,214%,216%,
460,0.009130741,0.008132164,1.009130741,1.008132164,217%,219%,
461,0.046821278,0.062186188,1.046821278,1.062186188,232%,239%,
462,0.015631146,0.01438936,1.015631146,1.01438936,237%,244%,
463,0.001397595,0.001960237,1.001397595,1.001960237,237%,244%,
464,-0.016347824,-0.014732414,0.983652176,0.985267586,232%,239%,
465,-0.028249321,-0.030164142,0.971750679,0.969835858,222%,229%,
466,0.01249284,0.011359227,1.01249284,1.011359227,226%,233%,
467,0.001103696,0.000720932,1.001103696,1.000720932,227%,233%,
468,0.026917871,0.023386893,1.026917871,1.023386893,236%,241%,
469,-0.028167656,-0.030851226,0.971832344,0.969148774,226%,230%,
470,-0.029357549,-0.026661625,0.970642451,0.973338375,217%,221%,
471,0.051832874,0.068230768,1.051832874,1.068230768,233%,243%,
472,-0.025063336,-0.023099725,0.974936664,0.976900275,225%,235%,
473,0.008432313,0.010396021,1.008432313,1.010396021,227%,239%,
474,-0.009593916,-0.008611306,0.990406084,0.991388694,224%,236%,
475,-0.023333325,-0.02503807,0.976666675,0.97496193,217%,228%,
476,0.005395577,0.004915933,1.005395577,1.004915933,218%,229%,
477,0.009431403,0.010081427,1.009431403,1.010081427,221%,232%,
478,0.009878109,0.00894848,1.009878109,1.00894848,225%,235%,
479,0.008251359,0.007265294,1.008251359,1.007265294,227%,238%,
480,-0.009415634,-0.008131129,0.990584366,0.991868871,224%,235%,
481,0.015927031,0.019125682,1.015927031,1.019125682,229%,242%,
482,0.010559031,0.009546199,1.010559031,1.009546199,233%,245%,
483,-0.008012623,-0.008001061,0.991987377,0.991998939,230%,242%,
484,-0.026237654,-0.023604401,0.973762346,0.976395599,221%,234%,
485,-0.034008421,-0.037608477,0.965991579,0.962391523,210%,221%,
486,0.021787136,0.019393565,1.021787136,1.019393565,217%,228%,
487,0.011884632,0.011490321,1.011884632,1.011490321,221%,231%,
488,0.00256884,0.002265831,1.00256884,1.002265831,222%,232%,
489,0.005639075,0.005479793,1.005639075,1.005479793,224%,234%,
490,0.017456098,0.015882019,1.017456098,1.015882019,229%,239%,
491,0.010510674,0.009900557,1.010510674,1.009900557,233%,243%,
492,0.013235304,0.011749759,1.013235304,1.011749759,237%,247%,
493,-0.00817271,-0.01188895,0.99182729,0.98811105,234%,243%,
494,0.008999177,0.008212604,1.008999177,1.008212604,237%,245%,8%
,,,,,,,
,,,,,45108%,45316%,
