,daily.returns O,daily.returns,,1+r ,1+r O,cumulative returns,cumulative returns O,
350,0.006009198,0.004570709,,1.004570709,1.006009198,40.49%,47.40%,
351,0.004181974,0.001892285,,1.001892285,1.004181974,40.75%,48.02%,
352,0.000992893,0.000292748,,1.000292748,1.000992893,40.80%,48.16%,
353,-0.003715834,-0.00455084,,0.99544916,0.996284166,40.15%,47.61%,
354,-0.012079586,-0.008969225,,0.991030775,0.987920414,38.90%,45.83%,
355,0.009866389,0.011876171,,1.011876171,1.009866389,40.55%,47.27%,
356,0.009156266,0.006621443,,1.006621443,1.009156266,41.48%,48.62%,
357,0.002632322,0.003574762,,1.003574762,1.002632322,41.98%,49.01%,
358,-0.002598509,-0.001549178,,0.998450822,0.997401491,41.76%,48.62%,
359,-0.000146441,-0.003017282,,0.996982718,0.999853559,41.34%,48.60%,
360,-0.000451689,-2.48E-05,,0.999975228,0.999548311,41.33%,48.53%,
361,0.00385669,0.005510791,,1.005510791,1.00385669,42.11%,49.10%,
362,0.005915564,0.004427073,,1.004427073,1.005915564,42.74%,49.99%,
363,0.000574026,-0.000434812,,0.999565188,1.000574026,42.68%,50.07%,
364,-0.003020071,-0.002082866,,0.997917134,0.996979929,42.38%,49.62%,
365,0.001510905,0.006555564,,1.006555564,1.001510905,43.31%,49.85%,
366,0.000767763,4.61E-05,,1.000046123,1.000767763,43.32%,49.96%,
367,-0.006124197,-0.008690058,,0.991309942,0.993875803,42.08%,49.04%,
368,-0.003028639,-0.002249412,,0.997750588,0.996971361,41.76%,48.59%,
369,0.000659349,-0.001048862,,0.998951138,1.000659349,41.61%,48.69%,
370,-0.013960654,-0.010083037,,0.989916963,0.986039346,40.18%,46.61%,
371,-0.001118857,0.000240891,,1.000240891,0.998881143,40.21%,46.45%,
372,0.011425262,0.008319309,,1.008319309,1.011425262,41.38%,48.12%,
373,0.002974714,0.00288248,,1.00288248,1.002974714,41.79%,48.56%,
374,0.00826752,0.005621788,,1.005621788,1.00826752,42.58%,49.79%,
375,-0.003971271,-0.007315317,,0.992684683,0.996028729,41.54%,49.20%,
376,0.000949386,0.001412066,,1.001412066,1.000949386,41.74%,49.34%,
377,-0.000955964,-0.001121304,,0.998878696,0.999044036,41.58%,49.19%,
378,0.004887608,0.003860606,,1.003860606,1.004887608,42.13%,49.92%,
379,0.002264767,0.001407462,,1.001407462,1.002264767,42.33%,50.26%,
380,0.002804588,0.001770315,,1.001770315,1.002804588,42.58%,50.69%,
381,0.001400105,-0.000847865,,0.999152135,1.001400105,42.46%,50.90%,
382,-0.01488099,-0.011427484,,0.988572516,0.98511901,40.83%,48.65%,
383,-0.00281232,-0.006144204,,0.993855796,0.99718768,39.97%,48.23%,
384,0.019403171,0.01461764,,1.01461764,1.019403171,42.01%,51.11%,
385,-0.001686667,-0.000687965,,0.999312035,0.998313333,41.92%,50.85%,
386,0.001369199,0.000426258,,1.000426258,1.001369199,41.98%,51.06%,
387,0.002615331,0.001944767,,1.001944767,1.002615331,42.25%,51.46%,
388,-0.003353429,-0.001872579,,0.998127421,0.996646571,41.99%,50.95%,
389,0.006419191,0.013359072,,1.013359072,1.006419191,43.88%,51.92%,
390,-0.013598999,-0.009549383,,0.990450617,0.986401001,42.51%,49.85%,
391,0.003575117,0.006189486,,1.006189486,1.003575117,43.39%,50.39%,
392,0.015781747,0.011840186,,1.011840186,1.015781747,45.09%,52.76%,
393,0.005426669,0.004815333,,1.004815333,1.005426669,45.79%,53.59%,
394,0.005458767,0.004578093,,1.004578093,1.005458767,46.45%,54.43%,
395,0.00029901,-0.001749853,,0.998250147,1.00029901,46.20%,54.47%,
396,0.006964444,0.005409321,,1.005409321,1.006964444,46.99%,55.55%,
397,0.000616912,-0.000826177,,0.999173823,1.000616912,46.87%,55.65%,
398,0.006765507,0.004836369,,1.004836369,1.006765507,47.58%,56.70%,
399,0.00311267,0.003748489,,1.003748489,1.00311267,48.13%,57.19%,
400,0.021019775,0.01541751,,1.01541751,1.021019775,50.41%,60.49%,
401,0.00543802,0.008884462,,1.008884462,1.00543802,51.75%,61.36%,
402,0.009101325,0.005948315,,1.005948315,1.009101325,52.65%,62.83%,
403,0.004523501,0.005443729,,1.005443729,1.004523501,53.48%,63.57%,
404,-0.004783308,-0.003402107,,0.996597893,0.995216692,52.96%,62.79%,
405,0.007170742,0.013849729,,1.013849729,1.007170742,55.08%,63.95%,
406,0.036540714,0.026280259,,1.026280259,1.036540714,59.16%,69.94%,
407,-0.004059697,-0.00355256,,0.99644744,0.995940303,58.59%,69.25%,
408,0.006346301,0.004597919,,1.004597919,1.006346301,59.32%,70.33%,
409,0.001605608,0.005725142,,1.005725142,1.001605608,60.23%,70.60%,
410,0.016251199,0.01217277,,1.01217277,1.016251199,62.18%,73.37%,
411,0.013180874,0.015502169,,1.015502169,1.013180874,64.70%,75.66%,
412,-0.011662762,-0.009196795,,0.990803205,0.988337238,63.18%,73.61%,
413,0.006629441,0.011400093,,1.011400093,1.006629441,65.04%,74.76%,
414,0.011412203,0.008835708,,1.008835708,1.011412203,66.50%,76.76%,
415,0.001882025,0.003445395,,1.003445395,1.001882025,67.07%,77.09%,
416,0.000430816,7.38E-05,,1.000073814,1.000430816,67.09%,77.16%,
417,-0.002196588,-0.005696529,,0.994303471,0.997803412,66.14%,76.78%,
418,0.00297848,0.001843088,,1.001843088,1.00297848,66.44%,77.30%,
419,0.002462904,-0.001301539,,0.998698461,1.002462904,66.22%,77.74%,
420,-0.000498431,-0.000203921,,0.999796079,0.999501569,66.19%,77.65%,
421,0.002588929,0.005346085,,1.005346085,1.002588929,67.08%,78.11%,
422,0.002360308,0.002439232,,1.002439232,1.002360308,67.49%,78.53%,
423,-0.00268118,-0.003100717,,0.996899283,0.99731882,66.97%,78.05%,
424,-0.00197697,-0.001117556,,0.998882444,0.99802303,66.78%,77.70%,
425,0.003867406,0.010211686,,1.010211686,1.003867406,68.48%,78.39%,
426,0.001075936,0.000776771,,1.000776771,1.001075936,68.61%,78.58%,
427,0.016432305,0.025167426,,1.025167426,1.016432305,72.86%,81.51%,
428,0.006531839,0.004568167,,1.004568167,1.006531839,73.65%,82.70%,
429,0.003363079,-0.000987248,,0.999012752,1.003363079,73.48%,83.31%,
430,-0.013975504,-0.009595802,,0.990404198,0.986024496,71.81%,80.75%,
431,-0.002995069,-0.00643642,,0.99356358,0.997004931,70.71%,80.21%,
432,0.004244848,0.003397917,,1.003397917,1.004244848,71.29%,80.98%,
433,-0.005923405,-0.013070798,,0.986929202,0.994076595,69.05%,79.90%,
434,0.021646749,0.01544408,,1.01544408,1.021646749,71.66%,83.80%,
435,0.0070959,0.011764774,,1.011764774,1.0070959,73.68%,85.10%,
436,-0.008454404,-0.006406191,,0.993593809,0.991545596,72.56%,83.54%,
437,0.001811325,0.003833891,,1.003833891,1.001811325,73.23%,83.87%,
438,0.016286348,0.012219848,,1.012219848,1.016286348,75.34%,86.86%,
439,-0.010647019,-0.0103684,,0.9896316,0.989352981,73.53%,84.87%,
440,0.007707479,0.005912928,,1.005912928,1.007707479,74.55%,86.30%,
441,0.003416148,0.003670418,,1.003670418,1.003416148,75.19%,86.94%,
442,0.011167657,0.008590007,,1.008590007,1.011167657,76.70%,89.02%,
443,0.003862268,0.003476137,,1.003476137,1.003862268,77.31%,89.75%,
444,-0.005130738,-0.003989107,,0.996010893,0.994869262,76.60%,88.78%,
445,-0.008045876,-0.011964313,,0.988035687,0.991954124,74.49%,87.26%,
446,-0.000413325,-0.000140536,,0.999859464,0.999586675,74.47%,87.18%,
447,-0.009616841,-0.014281655,,0.985718345,0.990383159,71.97%,85.38%,
448,0.011028208,0.007968565,,1.007968565,1.011028208,73.35%,87.43%,
449,-0.005425174,-0.00842359,,0.99157641,0.994574826,71.88%,86.41%,
450,-0.02075287,-0.015610281,,0.984389719,0.97924713,69.20%,82.54%,
451,-0.006723111,-0.01175273,,0.98824727,0.993276889,67.21%,81.32%,
452,0.0079964,0.005780237,,1.005780237,1.0079964,68.18%,82.76%,
453,-0.003064661,-0.003454768,,0.996545232,0.996935339,67.60%,82.20%,
454,-0.006755284,-0.00531017,,0.99468983,0.993244716,66.71%,80.97%,
455,0.003489857,0.005833896,,1.005833896,1.003489857,67.68%,81.61%,
456,0.014567009,0.011218907,,1.011218907,1.014567009,69.56%,84.25%,
457,-0.003181877,-0.004672768,,0.995327232,0.996818123,68.77%,83.66%,
458,0.001150913,0.000838115,,1.000838115,1.001150913,68.91%,83.88%,
459,-0.005294489,-0.006302748,,0.993697252,0.994705511,67.85%,82.90%,
460,0.016895731,0.012641618,,1.012641618,1.016895731,69.97%,85.99%,
461,-0.000652084,-0.000730547,,0.999269453,0.999347916,69.84%,85.87%,
462,-0.008632211,-0.00688081,,0.99311919,0.991367789,68.68%,84.27%,
463,-0.004034221,-0.008673068,,0.991326932,0.995965779,67.21%,83.52%,
464,-0.007411522,-0.006065959,,0.993934041,0.992588478,66.20%,82.16%,
465,-0.018194185,-0.027627467,,0.972372533,0.981805815,61.61%,78.85%,
466,0.009724699,0.007049983,,1.007049983,1.009724699,62.75%,80.59%,
467,-0.001679125,-0.003783214,,0.996216786,0.998320875,62.13%,80.29%,
468,0.02203146,0.015183133,,1.015183133,1.02203146,64.59%,84.26%,
469,-0.016062708,-0.023543274,,0.976456726,0.983937292,60.72%,81.30%,
470,0.01669399,0.012149474,,1.012149474,1.01669399,62.67%,84.32%,
471,0.004464842,0.002387421,,1.002387421,1.004464842,63.06%,85.15%,
472,0.018596493,0.013517355,,1.013517355,1.018596493,65.26%,88.59%,
473,0.008480127,0.014947979,,1.014947979,1.008480127,67.73%,90.19%,
474,-0.017758774,-0.01340702,,0.98659298,0.982241226,65.48%,86.81%,
475,-0.016281225,-0.021735003,,0.978264997,0.983718775,61.89%,83.77%,
476,0.016175384,0.011978828,,1.011978828,1.016175384,63.83%,86.74%,
477,0.011521528,0.018787674,,1.018787674,1.011521528,66.90%,88.89%,
478,-0.003080574,-0.002161488,,0.997838512,0.996919426,66.54%,88.31%,
479,0.003388537,0.003562988,,1.003562988,1.003388537,67.14%,88.95%,
480,-0.019584486,-0.014435577,,0.985564423,0.980415514,64.72%,85.25%,
481,-0.004470584,-0.006096487,,0.993903513,0.995529416,63.72%,84.42%,
482,-0.016454255,-0.011567714,,0.988432286,0.983545745,61.83%,81.39%,
483,0.002502505,0.004621081,,1.004621081,1.002502505,62.57%,81.84%,
484,-0.025214421,-0.018307399,,0.981692601,0.974785579,59.60%,77.26%,
485,-0.016078386,-0.0225709,,0.9774291,0.983921614,56.00%,74.41%,
486,0.013387298,0.010003755,,1.010003755,1.013387298,57.56%,76.74%,
487,0.005579326,0.009920569,,1.009920569,1.005579326,59.12%,77.73%,
488,0.006623404,0.005219813,,1.005219813,1.006623404,59.95%,78.90%,
489,-0.001290645,-0.003214361,,0.996785639,0.998709355,59.44%,78.67%,
490,0.006734089,0.004857162,,1.004857162,1.006734089,60.21%,79.88%,
491,0.003785617,0.006918133,,1.006918133,1.003785617,61.32%,80.56%,
492,0.000577589,0.000536597,,1.000536597,1.000577589,61.40%,80.66%,
493,-0.002381588,-0.001766741,,0.998233259,0.997618412,61.12%,80.23%,
494,0.010658909,0.007886794,,1.007886794,1.010658909,62.39%,82.15%,19.76%
,,,,,,,,
,,,,,,,,
,,,,,,10184.82%,14497.41%,
