,daily.returns,daily.returns O,1+r,1+r O,cumulative returns,cumulative returns O,,
384,0.001143266,0.000876608,1.001143266,1.000876608,14%,20%,,
385,0.000802279,0.000502921,1.000802279,1.000502921,14%,21%,,
386,0.002441776,0.002359014,1.002441776,1.002359014,15%,21%,,
387,-0.004899068,-0.009864751,0.995100932,0.990135249,14%,20%,,
388,0.009176584,0.0091735,1.009176584,1.0091735,15%,21%,,
389,0.004142127,0.000827743,1.004142127,1.000827743,16%,21%,,
390,0.024663427,0.024615561,1.024663427,1.024615561,19%,24%,,
391,0.003699698,0.007640897,1.003699698,1.007640897,19%,25%,,
392,0.011328389,0.011003365,1.011328389,1.011003365,20%,26%,,
393,-0.005707175,-0.003779393,0.994292825,0.996220607,20%,26%,,
394,-0.005091476,-0.005013477,0.994908524,0.994986523,19%,25%,,
395,0.005709139,0.007435818,1.005709139,1.007435818,20%,26%,,
396,0.000152635,0.000246253,1.000152635,1.000246253,20%,26%,,
397,-0.003041743,-0.00103093,0.996958257,0.99896907,19%,26%,,
398,0.001128358,0.00112546,1.001128358,1.00112546,19%,26%,,
399,-0.0022266,-0.002362184,0.9977734,0.997637816,19%,26%,,
400,0.002313159,0.00227925,1.002313159,1.00227925,19%,26%,,
401,0.009808586,0.007930558,1.009808586,1.007930558,21%,27%,,
402,0.003406713,0.003178036,1.003406713,1.003178036,21%,27%,,
403,-0.000243916,0.000500339,0.999756084,1.000500339,21%,27%,,
404,0.00251751,0.003036284,1.00251751,1.003036284,21%,28%,,
405,-0.00160323,-0.000370036,0.99839677,0.999629964,21%,28%,,
406,0.005120611,0.005360492,1.005120611,1.005360492,22%,28%,,
407,0.000669015,-1.20E-06,1.000669015,0.999998801,22%,28%,,
408,-0.003725686,-0.003563929,0.996274314,0.996436071,21%,28%,,
409,0.005687179,0.00389925,1.005687179,1.00389925,22%,29%,,
410,0.005861398,0.005949532,1.005861398,1.005949532,23%,29%,,
411,0.014779525,0.018135432,1.014779525,1.018135432,25%,32%,,
412,-0.000325784,-0.000247608,0.999674216,0.999752392,25%,32%,,
413,0.00126556,0.002707204,1.00126556,1.002707204,25%,32%,,
414,0.005401284,0.005441025,1.005401284,1.005441025,25%,33%,,
415,0.002240596,-0.003955923,1.002240596,0.996044077,26%,32%,,
416,0.000999153,0.001148308,1.000999153,1.001148308,26%,32%,,
417,0.006552886,0.006167491,1.006552886,1.006167491,27%,33%,,
418,0.001511654,0.001467561,1.001511654,1.001467561,27%,33%,,
419,-0.000313373,0.003688016,0.999686627,1.003688016,27%,34%,,
420,0.001148406,0.001026478,1.001148406,1.001026478,27%,34%,,
421,0.00633717,0.007287755,1.00633717,1.007287755,28%,35%,,
422,0.003179691,0.003223353,1.003179691,1.003223353,28%,35%,,
423,-0.020823113,-0.014644232,0.979176887,0.985355768,25%,33%,,
424,-0.00531525,-0.004832688,0.99468475,0.995167312,25%,33%,,
425,0.003717339,0.002024672,1.003717339,1.002024672,25%,33%,,
426,0.003901417,0.003943809,1.003901417,1.003943809,26%,34%,,
427,0.002308892,0.004312212,1.002308892,1.004312212,26%,34%,,
428,-0.000836382,-0.000780624,0.999163618,0.999219376,26%,34%,,
429,0.000326362,2.44E-05,1.000326362,1.000024374,26%,34%,,
430,0.013940548,0.013977182,1.013940548,1.013977182,28%,36%,,
431,0.013955697,0.026632253,1.013955697,1.026632253,30%,39%,,
432,-0.000515085,-0.000432321,0.999484915,0.999567679,29%,39%,,
433,0.006518069,0.003430002,1.006518069,1.003430002,30%,40%,,
434,0.003793093,0.003615845,1.003793093,1.003615845,31%,40%,,
435,0.008819138,0.008401987,1.008819138,1.008401987,32%,42%,,
436,-0.006846863,-0.006619488,0.993153137,0.993380512,31%,41%,,
437,0.012173331,0.007423825,1.012173331,1.007423825,33%,42%,,
438,-0.003810599,-0.003716045,0.996189401,0.996283955,32%,41%,,
439,0.000463813,0.003380685,1.000463813,1.003380685,32%,42%,,
440,-1.02E-05,5.84E-05,0.999989763,1.000058406,32%,42%,,
441,0.016102897,0.020340604,1.016102897,1.020340604,34%,45%,,
442,0.007212824,0.00715091,1.007212824,1.00715091,35%,46%,,
443,-0.001785332,0.00077267,0.998214668,1.00077267,35%,46%,,
444,-0.03315385,-0.032479798,0.96684615,0.967520202,31%,41%,,
445,-0.000969384,-0.004693724,0.999030616,0.995306276,30%,40%,,
446,-0.001312164,-0.001391629,0.998687836,0.998608371,30%,40%,,
447,-0.000189351,-0.000629225,0.999810649,0.999370775,30%,40%,,
448,0.000658533,0.000563578,1.000658533,1.000563578,30%,40%,,
449,-0.002189535,-0.005528863,0.997810465,0.994471137,30%,39%,,
450,-0.009599754,-0.009583123,0.990400246,0.990416877,29%,38%,,
451,-0.004888909,-0.008099383,0.995111091,0.991900617,28%,37%,,
452,0.013811091,0.013327166,1.013811091,1.013327166,30%,39%,,
453,0.001761481,0.002845744,1.001761481,1.002845744,30%,39%,,
454,-0.006020063,-0.00597975,0.993979937,0.99402025,29%,38%,,
455,0.007242278,0.010058607,1.007242278,1.010058607,30%,40%,,
456,0.013837405,0.013346366,1.013837405,1.013346366,32%,41%,,
457,-0.001148689,-0.000728846,0.998851311,0.999271154,32%,41%,,
458,0.0004196,0.000498507,1.0004196,1.000498507,32%,41%,,
459,-0.020114836,-0.026483629,0.979885164,0.973516371,29%,38%,,
460,0.009507303,0.009378055,1.009507303,1.009378055,31%,39%,,
461,0.010998505,0.015823058,1.010998505,1.015823058,32%,41%,,
462,-0.002836431,-0.003010747,0.997163569,0.996989253,32%,41%,,
463,0.012832735,-0.000244887,1.012832735,0.999755113,33%,41%,,
464,-0.006421735,-0.006484821,0.993578265,0.993515179,33%,40%,,
465,-0.018531934,-0.012358729,0.981468066,0.987641271,30%,38%,,
466,0.013982846,0.013735424,1.013982846,1.013735424,32%,40%,,
467,0.001474129,0.001868976,1.001474129,1.001868976,32%,40%,,
468,-0.012121995,-0.01201478,0.987878005,0.98798522,30%,39%,,
469,-0.020108038,-0.016147005,0.979891962,0.983852995,28%,36%,,
470,-0.00871992,-0.008751792,0.99128008,0.991248208,27%,35%,,
471,0.021094591,0.012544163,1.021094591,1.012544163,29%,37%,,
472,-0.004698118,-0.004470655,0.995301882,0.995529345,29%,36%,,
473,0.022858152,0.021714277,1.022858152,1.021714277,32%,39%,,
474,-0.016223195,-0.01564958,0.983776805,0.98435042,30%,37%,,
475,-0.006859896,-0.010420359,0.993140104,0.989579641,29%,36%,,
476,0.002411286,0.002361595,1.002411286,1.002361595,29%,36%,,
477,0.005082578,0.00329604,1.005082578,1.00329604,30%,36%,,
478,0.003496353,0.003331065,1.003496353,1.003331065,30%,37%,,
479,-0.001975973,0.000257214,0.998024027,1.000257214,30%,37%,,
480,-0.008882445,-0.008760538,0.991117555,0.991239462,29%,36%,,
481,-0.000629857,0.002270682,0.999370143,1.002270682,29%,36%,,
482,0.003496459,0.003429279,1.003496459,1.003429279,29%,36%,,
483,-0.004651439,-0.005780778,0.995348561,0.994219222,28%,36%,,
484,-0.017187813,-0.016998863,0.982812187,0.983001137,26%,33%,,
485,-0.006948942,0.000131446,0.993051058,1.000131446,25%,33%,,
486,0.008169524,0.008091029,1.008169524,1.008091029,26%,34%,,
487,0.005280737,0.007887993,1.005280737,1.007887993,27%,35%,,
488,0.009451792,0.009227432,1.009451792,1.009227432,28%,37%,,
489,-0.00854116,-0.006413368,0.99145884,0.993586632,27%,36%,,
490,0.004306774,0.004295733,1.004306774,1.004295733,28%,36%,,
491,0.012004477,0.016111212,1.012004477,1.016111212,29%,39%,,
492,0.004873913,0.004654838,1.004873913,1.004654838,30%,39%,,
493,-0.005404025,-0.005018202,0.994595975,0.994981798,29%,39%,,
494,0.009796296,0.009622778,1.009796296,1.009622778,30%,40%,9%,
,,,,,,,,
,,,,,1993%,3866%,,
